标题,价格,销量,店铺,发货地,品牌,型号,货号,玩偶种类,玩具狗种类,适用年龄,卡通角色,玩具类型,颜色分类,版本类型,材质,填充物,高度,是否有导购视频,泰迪熊类型,芭比型号,类型,适用年龄段,产地,玩具系列,当前链接,上级链接,下载时间
2018狗年吉祥物公仔挂件毛绒玩具玩偶娃娃新年礼物年会礼品送女生,8.90,7121人付款,魔鱼豆豆玩具专营店,江苏 扬州,晓晓,,1801,公仔,,14岁以上,其他,公仔,旺财狗可爱款（黄脸） 旺财狗可爱款（白脸） 送福狗 旺旺福狗笑脸款 旺旺福狗圆眼款 财神狗 花布狗红色 花布狗蓝色 棕色 红色 黄色斑点狗 红色斑点狗 Q版哈士奇,原装正版,毛绒,PP棉,24厘米 30厘米 10厘米 20厘米 40厘米 15厘米,无,,,,,,,http://detail.tmall.com/item.htm?id=561684674809&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:11
新婚压床礼物一对布娃娃金童玉女情侣娃娃结婚礼品婚庆娃娃喜娃,50.00,3218人付款,xynh05,江苏 扬州,小棕熊,,,其他,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,福袋款天生一对 双喜款天生一对 刺绣款腮红 刺绣腮红定制（内容留言） 圆眼款天生一对 双喜天生一对定制（内容留言） 天生一对（活动款） 新款郎才女貌（箱装） 新款才子佳人,国产,毛绒,PP棉,50cm限时促销，每天20名 50cm亏本促销+礼品袋 50cm（礼品袋+头纱+虎头鞋 65cm（亏本促销） 65cm礼品袋+头纱+虎头鞋 80cm（礼品袋+头纱+虎头鞋 55cm箱装+礼品袋+虎头鞋,,,,,,,,http://item.taobao.com/item.htm?id=520766019326&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:12
婚庆毛绒玩具公仔 结婚礼品抓机娃娃婚礼小玩偶毛绒抛洒礼物批发,0.68,1108人付款,咕嘟小窝玩具,江苏 扬州,other/其他,111,AD0001,公仔,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,,公仔,10厘米以下（小挂件） 10-15厘米（婚庆抛洒） 10-16厘米（精品挂件） 20厘米左右（抓机质量较差） 20厘米左右（抓机专用） 20-30厘米（精品礼物） 30-35厘米（婚庆质量一般） 30-40厘米（婚庆精品） 40-50厘米（婚礼活动专用） 50-70厘米（婚礼游戏奖品） 70-90厘米（婚庆抽奖） 1米左右（婚庆压轴） 1.2米左右（压轴娃娃）,国产,毛绒,PP棉,如图部分展示款式颜色随机发货,无,,,,,,,http://item.taobao.com/item.htm?id=41118094315&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:12
英国jellycat害羞粉色郁金香邦尼兔柔软毛绒玩具公仔,519.00,1225人付款,jellycat海外旗舰店,英国,JELLYCAT,,BAS3BTP-,兔兔,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,,公仔,郁金香,原装正版,毛绒,PP棉,13cm 18CM 36cm 51cm 67cm 31cm,,,,,,,,http://detail.tmall.com/item.htm?id=520923086805&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:12
泰迪熊公仔抱抱熊毛绒玩具女生大熊猫布娃娃玩偶情人节礼物送女友,68.00,2132人付款,悠购旗舰店,江苏 南京,悠购,,baoxin熊,熊熊,,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,Teddy Bear/泰迪熊,公仔,紫色围巾熊 红色围巾熊 咖啡色围巾熊 深棕色围巾熊,国产,毛绒,PP棉,直角量1米，拉直量80厘米（送玫瑰花）【带拉链，可拆洗】 直角量1.2米，拉直量1米（送玫瑰花）【带拉链，可拆洗】 直角量1.4米，拉直量1.2米（送小熊挂件+玫瑰花）【热卖尺寸】 直角量1.6米，拉直量1.4米（送领结熊+玫瑰花）【热卖尺寸】 直角量1.8米，拉直量1.6米（送领结熊+玫瑰花）【热卖尺寸】 直角量2米，拉直量1.8米（送领结熊+玫瑰花）【带拉链，可拆洗】,无,单熊,,,,,,http://detail.tmall.com/item.htm?id=547050863218&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:12
狗年吉祥物公仔毛绒玩具小旺财狗娃娃机新年会活动礼品圣诞节礼物,6.80,1570人付款,拍拍乐玩具旗舰店,江苏 扬州,拍拍乐,,PPLGOU001,狗狗,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,唐装泰迪狗 唐装哈士奇 金钱印花狗 福半唐装 红福泰迪狗 红旺泰迪狗 金钱红旺狗 金钱黄财狗 元旺财花狗黄嘴 元围脖福字狗黄嘴 印花福狗 粉红金铃狗 淡蓝金铃狗 白色金铃狗 福旺狗金色 福旺狗花色 喜旺狗金色 喜旺狗花色 红色铃铛狗 黄色铃铛狗 喜狗红旺 喜狗红财 喜狗黄旺 喜狗黄财,国产,毛绒,PP棉,35厘米 40厘米 15厘米 20厘米 25厘米 30厘米 45厘米 50厘米,,,,,,,,http://detail.tmall.com/item.htm?id=558247267992&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:13
悠悠兔来图定做公仔玩偶毛绒玩具公司吉祥物企业LOGO定制纪念玩偶,100.00,135人付款,悠悠兔旗舰店,江苏 扬州,悠悠兔,dz001,1184264138,其他,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,定做打样专拍链接 全款专拍链接 大货金额多少拍多少,国产,毛绒,PP棉,10-100cm【咨询客服请勿乱拍】,无,,,,,,,http://detail.tmall.com/item.htm?id=522691537502&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:13
哈士奇公仔送女友大号狗狗毛绒玩具布娃娃女生玩偶抱枕圣诞节礼物,75.00,6454人付款,桑瑞斯家居专营,浙江 杭州,拉芙拓儿,哈士奇公仔,lfte0000846,狗狗,哈士奇,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,情侣狗,公仔,哈士奇（可拆洗）,国产,毛绒,PP棉,--加购收藏先发货+送礼品包装袋-- 【朋友送礼】1米【送40cm同款小哈+玫瑰花】 【闺蜜喜欢】1.2米【送40cm同款小哈+玫瑰花】 【闺蜜喜欢】1.3米【送40cm同款小哈+玫瑰花】 【活动抢购】1.3米，限量500个，抢完即止 【推荐送礼】1.5米-1.6米【送40cm同款小哈+玫瑰花】 【主图款，女神喜欢】1.7米-1.8米【送40cm同款小哈+玫瑰花】 【震撼表白款】2米【送50cm同款小哈+玫瑰花】,有,,,,,,,http://detail.tmall.com/item.htm?id=560515133273&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:14
冬季可爱龙猫暖手抱枕捂手枕毛绒玩具插手布娃娃暖手宝礼物学生萌,21.00,12330人付款,笛美乐旗舰店,江苏 扬州,笛美乐,,龙猫手捂,猫咪,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,龙猫,靠垫/抱枕,龙猫圆形 微笑款龙猫 方形龙猫 可爱款熊猫 泪眼熊猫 三角眼熊猫 噘嘴款龙猫【米色毯子】 龇牙款龙猫【米色毯子】 眯眼咬牙款龙猫【米色毯子】 调皮款龙猫【米色毯子】,国产,毛绒,PP棉,两用抱枕 没有毯子 三用款 有毯子（1米×1.7米）,无,,,,,,,http://detail.tmall.com/item.htm?id=539657443349&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:14
正版hello kitty公仔哈喽KT娃娃凯蒂猫玩偶毛绒玩具女生生日礼物,26.00,3660人付款,迪卡梦玩具专营店,江苏 扬州,Aoger/澳捷尔,,经典背带KT公仔,猫咪,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,hellokitty,公仔,粉色经典KT 红色经典KT 粉色草莓KT 紫色葡萄KT 红色苹果KT 橙色橘子KT 抱抱草莓KT 抱抱山竹KT 抱抱苹果KT 粉色四叶草KT 红色四叶草KT 绿色四叶草KT 紫色四叶草KT,原装正版,毛绒,PP棉,【正版授权】8寸，坐高20厘米 【正版授权】9寸，坐高25厘米 【正版授权】12寸，坐高33厘米 【正版授权】15寸，坐高38厘米 【正版授权】17寸，坐高42厘米 【正版授权】18寸，坐高46厘米 【正版授权】22寸，坐高58厘米 【正版授权】26寸，坐高68厘米 【正版授权】16寸，坐高45厘米 【正版授权】20寸，坐高58厘米,,,,,,,,http://detail.tmall.com/item.htm?id=39466997236&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:15
可爱猪公仔玩偶睡觉暖手抱枕捂手枕趴趴毛绒玩具猪娃娃生日礼物女,32.00,5384人付款,伊朵朵旗舰店,江苏 扬州,伊朵朵,,YDD30005,猪猪,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,白色香香猪 粉色香香猪,原装正版,毛绒,PP棉,大中小一套3只（送小猪公仔+玫瑰花+礼品袋） 45厘米，比较小介意者慎拍（小号不可插手）送礼品袋 70厘米，掌柜推荐，热销款（中号可插手）送礼品袋+玫瑰花 95厘米（大号不可插手）送小熊+玫瑰花+礼品袋,无,,,,,,,http://detail.tmall.com/item.htm?id=542842072433&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:15
小猪佩奇毛绒玩具布娃娃乔治公仔玩偶女孩佩琪恐龙玩偶家庭装一家,21.00,5285人付款,上海妙喜玩具专营店,浙江 金华,小猪佩奇,,YMWW-93,猪猪,,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,小号四口礼盒 新年散装一家四口 大号四口礼盒 19cm佩奇 19cm乔治 19cm佩奇有配件 19C佩奇+乔治 19cm乔治有配件 30cm佩奇 30cm乔治 30cm猪妈妈 30cm猪爸爸 30cm佩奇有配件 30cm猪爷爷 30cm猪奶奶 46CM佩奇 46CM乔治 46cm猪爸爸+猪妈妈 66cm佩奇【无配件】 30cm乔治有配件 46cm大号恐龙 29cm中号恐龙 81cm佩奇 佩奇书包,原装正版,毛绒,PP棉,正版授权，防伪商标 爱的陪伴-暖心之礼,无,,,,,,,http://detail.tmall.com/item.htm?id=557252203467&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:16
婚庆玩偶毛绒玩具结婚礼物布娃娃机小公仔婚礼抛洒抓机布娃娃批发,94.08,990人付款,陈部长87,江苏 扬州,other/其他,婚庆套餐,,,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,,公仔,具体介绍见详情,国产,毛绒,PP棉,135套餐 195套餐 285套餐 385高档大礼包 98套餐 588元土豪套餐 666元土豪又实惠套餐,,,,,,,,http://item.taobao.com/item.htm?id=44702174782&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:17
婚庆抛洒布娃娃结婚礼物品毛绒玩具儿童小号玩偶抓机娃娃公仔批发,2.20,12016人付款,大阿福玩具,山东 临沂,other/其他,公仔,00495,公仔,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,眯眼兔 小熊猫 水果流氓兔 乖乖虎 围巾兔 小站狗 复仇者 霸王龙 小海豚 小奶瓶 香蕉猴 棕耳熊 搞怪小丑 小袋鼠 【让店家搭配发货】 大公仔（30厘米左右混搭） 大眼精灵 帽子鸡 奶嘴熊 背带龙喵 害羞白兔 趴趴狗 万能胶囊 梅花鹿 乳白色 白色 米白色 浅灰色 深灰色 灰色 银色 黑色 桔红色 玫红色 粉红色 红色 藕色 西瓜红 酒红色 卡其色 姜黄色 明黄色 杏色 柠檬黄 桔色 浅黄色 荧光黄 金色 香槟色 黄色 军绿色 墨绿色 浅绿色 绿色 翠绿色 荧光绿 青色 天蓝色 孔雀蓝 宝蓝色 浅蓝色 深蓝色 湖蓝色 蓝色 藏青色 浅紫色 深紫色 紫红色 紫罗兰 紫色 咖啡色 巧克力色 栗色 浅棕色 深卡其布色 深棕色 褐色 驼色 花色 其他颜色,国产,毛绒,PP棉,二十厘米左右/单个价格颜色随机,无,,,,,,,http://item.taobao.com/item.htm?id=551306960463&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:17
美国BABY GUND 躲猫猫害羞小象儿童安抚玩具毛绒公仔音乐玩偶,308.00,818人付款,tjskids海外旗舰店,香港 新界,GUND,GUND,小象,象,,2岁 3岁 4岁,其他,公仔,小象,原装正版,毛绒,PP棉,30厘米,有,,,,,,,http://detail.tmall.com/item.htm?id=546803969919&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:17
千礼马 结婚礼物婚庆压床娃娃一对公仔情侣抱枕婚房创意玩偶大号,118.00,1784人付款,千礼马原创品牌,福建 厦门,千礼马,,,公仔,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,烫金礼盒款 红色,原装正版,毛绒,PP棉,50CM刻字+钥匙扣 60CM刻字+钥匙扣 70CM刻字+钥匙扣,,,,,,,,http://item.taobao.com/item.htm?id=552729306055&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:18
婚庆娃娃毛绒玩具结婚礼物布娃娃机 小公仔婚礼抛洒抓机娃娃,94.08,885人付款,shen灵,江苏 扬州,,,,,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,具体见祥情,国产,毛绒,PP棉,98元套餐 198元套餐 285元套餐 135元套餐 388元豪华套餐 588元土豪套餐,无,,,,,,,http://item.taobao.com/item.htm?id=555221222439&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:18
正版兔子美国邦尼兔毛绒玩具大号抱枕布娃娃玩偶公仔生日礼物女生,138.00,1223人付款,哒哒猪旗舰店,浙江 杭州,Dada Pig/哒哒猪,MG-TU,MG-TU,兔兔,,4岁 7岁 10岁 12岁 14岁以上,流氓兔,公仔,【美国兔】深灰色,国产,毛绒,PP棉,65厘米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花） 80厘米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花） 1米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花） 1.2米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花） 1.3米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花） 1.55米【柔软面料】（送40厘米萝卜公仔+仿真玫瑰花）,无,,,,,,,http://detail.tmall.com/item.htm?id=537056776551&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:19
狗毛绒玩具唐装狗公仔狗年吉祥物小狗玩偶布娃娃抱枕礼物年会礼品,10.00,108人付款,尚品同创旗舰店,北京,尚品同创,,唐装狗-鹏,狗狗,其他,14岁以上,其他,公仔,唐装狗-鹏 花布狗-鹏 钱袋唐装狗 元宝旺财 县官狗 贺岁狗 旺财泰迪狗 新款红黄福旺狗,国产,毛绒,PP棉,20厘米 25厘米 30厘米 35厘米 40厘米 50厘米 60厘米,无,,,,,,,http://detail.tmall.com/item.htm?id=559131559393&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:19
趴趴熊音乐抱枕公仔熊毛绒玩具送女友生日礼物女生抱抱熊可爱睡觉,178.00,1567人付款,liyi99礼意久久旗舰店,广东 深圳,LiYi99/礼意久久,,20120411007,熊熊,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,趴趴熊,靠垫/抱枕,【LiYi99正品】蓝牙趴趴熊+蓝色衣服+刻字+专属眼镜 【围巾温暖款】凉席+红色围巾+趴趴熊+蓝色衣服+刻字+眼镜 【冬季专属款】抱枕公仔+趴趴熊+蓝色衣服+刻字+眼镜 收藏加购顺丰包邮,国产,毛绒,PP棉,顺丰包邮，19：00前下单，当天发货,有,,,,,,,http://detail.tmall.com/item.htm?id=540056235256&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:19
2018狗年吉祥物公仔生肖旺财小狗狗玩偶毛绒玩具娃娃新年礼物批发,16.80,1749人付款,皮皮豆旗舰店,浙江 金华,皮皮豆,ppd,bng-01,狗狗,其他,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,吉祥如意 恭喜发财 旺财狗-红 旺财狗-黄 拜年娃娃-红色 拜年娃娃-黄色 红包狗 黄色 红包狗 红色 卡波狗 喜庆福气狗 站姿 铃铛福狗 坐姿 福旺旺-招财进宝 福袋狗【小号30cm 大号35cm】 领结旺财狗【特价款】,国产,毛绒,PP棉,22厘米【活动优惠 特价款】 40厘米【年会礼物】 20-25厘米【婚庆抛洒】 30-35厘米【可印制LOGO】 60厘米【新年装饰】 50厘米【送礼送福气】,无,,,,,,,http://detail.tmall.com/item.htm?id=562154324010&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:20
泰迪熊公仔毛绒玩具抱抱熊女生大熊猫娃娃生日圣诞节礼物 送女友,29.00,5054人付款,猫绒绒旗舰店,江苏 南通,猫绒绒,,mrr35,熊熊,,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,抱抱熊,公仔,思念熊 白色 思念熊 浅棕色 思念熊 深棕色 思念熊 粉色,国产,毛绒,PP棉,直角量95厘米 送礼品外袋 直角量2米 送礼品外袋 直角量65厘米 特价小号 直角量1.2米 送礼品外袋 直角量1.4米 送礼品外袋 直角量1.6米 特价 送礼品外袋 直角量1.8米 送礼品外袋,,,,,,,,http://detail.tmall.com/item.htm?id=542012846579&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:20
可爱猫咪毛绒玩具小玩偶超萌布偶娃娃公仔睡觉大抱枕生日礼物女孩,39.00,3053人付款,淘气猫玩具旗舰店,广东 广州,淘气猫,,DNM,猫咪,,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,害羞款（浅黄色） 可爱款（浅黄色） 俏皮款（浅黄色） 微笑款 可爱款 害羞款 俏皮款 大笑款,原装正版,毛绒,PP棉,身长40厘米（全长55厘米） 身长50厘米（全长70厘米） 身长60厘米（全长80厘米） 特大号—身长70厘米（全长1.1米）热卖 身长1米（全长1.6米）送人有面子,无,,,,,,,http://detail.tmall.com/item.htm?id=45381546274&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:21
发光泰迪熊猫公仔大抱抱熊毛绒布娃娃玩具女孩儿童生日礼物送女友,88.00,1985人付款,陶陶妮旗舰店,江苏 扬州,陶陶妮,熊,发光熊1#,熊熊,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,抱抱熊,公仔,红款生日快乐 红款开心每一天 红款圣诞节快乐 粉款生日快乐 粉款开心每一天 粉款圣诞节快乐 紫款生日快乐 紫款开心每一天 紫款圣诞节快乐,国产,毛绒,PP棉,80厘米（彩袋装） 80厘米（纸箱装） 1米（彩袋装） 1米（纸箱装） 1.2米（彩袋装） 1.2米（纸箱装）,有,,,,,,,http://detail.tmall.com/item.htm?id=560630005767&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:22
皮卡丘公仔比卡丘正版毛绒玩具抱枕特大号玩偶布娃娃女生日儿童,33.00,5116人付款,直到世界尽头2003,江苏 扬州,范特西凯斯,,皮卡丘,其他,,4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,经典超柔款（有拉链，可拆洗） 可爱新款（有拉链，可拆洗） 经典款（会说I LOVE YOU） 经典款（会说生日快乐） 可爱款（会说生日快乐） 可爱款（会说I LOVE YOU） 经典弹柔款 可爱弹柔款 带帽款,国产,毛绒,PP棉,70厘米活动款 45厘米（送22CM小皮卡丘） 55厘米（送22CM小皮卡丘） 70厘米（送28CM小皮卡丘） 80厘米（送28CM小皮卡丘） 1米（送28CM小皮卡丘） 1.2米（送28CM小皮卡丘）,无,,,,,,,http://item.taobao.com/item.htm?id=548196946939&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:22
仓鼠暖手抱枕公仔毛绒玩具女生可爱萌韩国搞怪女孩睡觉布娃娃玩偶,39.00,4213人付款,唯乐坊玩具专营店,江苏 扬州,窝乐,,01CCL1L-JSY39,鼠鼠,,3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,其他,公仔,开心灰软体仓鼠 生气灰软体仓鼠 无辜灰软体仓鼠 开心棕软体仓鼠 生气棕软体仓鼠 无辜棕色软体仓鼠 定制软体仓鼠,原装正版,毛绒,PP棉,40厘米 50厘米 60厘米 礼品套装(40cm+手提袋+玫瑰花) 礼品套装(50cm+手提袋+玫瑰花) 礼品套装(60cm+手提袋+玫瑰花) (可插手)50厘米 (可插手)50厘米(加毯子1*1.7米),无,,,,,,,http://detail.tmall.com/item.htm?id=552781415089&ns=1&abbucket=0,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:23
可爱蜡笔小新公仔玩偶布娃娃送女生毛绒玩具创意搞怪生日礼物抱枕,29.70,4165人付款,美尔玩具,北京,,,2587758,公仔,,2岁 3岁 4岁 5岁 6岁 7岁 8岁 9岁 10岁 11岁 12岁 13岁 14岁 14岁以上,蜡笔小新,公仔,黑色睡衣款 红色睡衣款 蓝色睡衣款 蓝条睡衣款 粉色睡衣款 蓝色学生款 黄色屎伯款 黑色-园眼款 黑色-眯眼款 黑色-逗眼款 红色-园眼款 红色-眯眼款 红色-逗眼款 蓝条-亲亲款 蓝条-眯眼款 蓝条-逗眼款 星月-亲亲款 星月-眯眼款 星月-逗眼款 粉色-亲亲款 粉色-眯眼款 粉色-逗眼款 学生-亲亲款 学生-眯眼款,国产,毛绒,PP棉,35cm赠送20厘米小新 45cm随机礼品一个 55cm随机礼品一个 75cm随机礼品2个 95cm赠20厘米小新和小礼品 120cm赠20小新和礼品,,,,,,,,http://item.taobao.com/item.htm?id=548422407849&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:23
婚庆毛绒玩具结婚抛洒儿童小号玩偶礼物女生抓娃娃机娃娃公仔批发,2.20,7379人付款,15966726000liang,江苏 扬州,other/其他,00,08118,熊熊,,2岁 3岁 4岁 5岁 6岁 14岁以上,中国娃娃/PUCCA,公仔,龙猫 考拉 小背带布朗肯尼 花花狗 绣心兔子 史迪仔 鼠鼠 冰淇淋 鸭梨山大 眼镜猴 国宝 水果兔 酷胖狗狗 维尼熊 款式搭配混批 长鼻子象 狗挂件 不二兔 小动物 背带熊 派大星 大眼乌龟 兔斯基 围巾猪 乳白色 白色 米白色 浅灰色 深灰色 灰色 银色 黑色 桔红色 玫红色 粉红色 红色 藕色 西瓜红 酒红色 卡其色 姜黄色 明黄色 杏色 柠檬黄 桔色 浅黄色 荧光黄 金色 香槟色 黄色 军绿色 墨绿色 浅绿色 绿色 翠绿色 荧光绿 青色 天蓝色 孔雀蓝 宝蓝色 浅蓝色 深蓝色 湖蓝色 蓝色 藏青色 浅紫色 深紫色 紫红色 紫罗兰 紫色 咖啡色 巧克力色 栗色 浅棕色 深卡其布色 深棕色 褐色 驼色 花色 其他颜色,原装正版,毛绒,PP棉,20厘米左右单只价格,,,,,,,,http://item.taobao.com/item.htm?id=537749507454&ns=1&abbucket=0#detail,http://s.taobao.com/search?q=娃娃&ie=utf8&cps=yes&app=vproduct&cd=false&v=auction&tab=all&vlist=1&bcoffset=1&s=264,2018-01-12 09:47:23
